RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31
6181,0,New York,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2681.690193370696,2696.314591088878,2718.6403290269145,2745.6943957012763,2769.2144935487922,2790.71477341245,2803.1059980769787,2814.7820733435815,2821.111496278756,2819.1167335745563,2806.132637727667,2789.7114766214163,2781.76060449623,2783.38076328757,2793.830474344988,2807.4485011188426,2824.996325524171,2842.1672218935787,2858.839602867352,2867.058646060599,2867.366290858155,2856.9709788413884,2844.0675790626988,2824.6892400593333,2815.868821201858,2814.6360810888787,2828.1335700419027,2845.9289116807195,2868.4703673459376,2888.4959840265014,2902.575658979791,2906.478845255672,2898.083208094178,2876.9202759389555,2851.6732714852556,2832.6025406588356,2829.422572118722,2836.9217195645674,2855.5724543528722,2879.353814672373,2904.8787319223743,2926.973628709337,2943.365957044329,2953.4600245701804,2954.7528410950354,2942.1174801564393,2925.017669570312,2908.183335270534,2903.7617632012675,2913.506296301142,2933.488527672611,2959.327894426142,2986.797308244382,3014.1842989710976,3035.3253338324334,3048.3387294483414,3050.3740804033064,3044.514476710068,3026.3264985202736,3013.109318975443,3010.558142005753,3029.6739698054666,3045.132967960686,3033.912102309728,3003.9009154673918,2961.4145465727497,2919.2997757777816,2850.785125531046,,2708.1970599479596,2659.663312093223,2633.656939837547,2623.883979521836,2639.8068187884187,2669.6210280655046,2712.856527047037,2772.320897724176,2846.8044794453435,2932.841851670429,3010.9185791569566,3074.2589610683294,3112.0240764382365,3141.3315611955004,3162.3010943496643,3193.268375343076,3230.4768263628266,3277.392490859795,3327.2522957583374,3388.3940282551894,3452.7584136570235,3507.203613455509,3540.621594437195,3546.4313040700385,3528.8489065530775,3489.572716831666,3458.2572615970557,3450.4287722603635,3463.119444262214,3489.352640484028,3525.0213673703474,3568.9885255274785,3611.4628843387122,3641.764211923858,3653.967287148157,3651.1261558108117,3626.682391363459,3590.402675526939,3560.3803229896325,3559.1118096213745,3582.6797261095376,3624.2729303759124,3666.464940071045,3710.398789303195,3746.8062336743105,3768.0948948406217,3773.257546728838,3757.3505314381096,3734.824728789333,3709.610061586491,3694.8439822549003,3698.3981688071694,3728.7266142201715,3772.252674478952,3821.3600523479913,3858.042137048767,3908.6849851843476,3953.9541184978816,3989.200454504921
12447,1,Los Angeles,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1783.747967648805,1797.6372517467987,1813.854263783317,1826.3659240021536,1848.2388790808807,1858.5099450451255,1872.5429181283153,1880.350744292107,1898.9982580185529,1909.140002511866,1911.4712748483205,1916.4237814903613,1929.7929709277312,1950.9928090807045,1967.1273124657077,1974.8428259268142,1994.0910086145996,2009.7810363839412,2024.7526855342567,2021.7592852662137,2021.3957776966415,2025.0741623257727,2026.5835090485873,2033.8358212997955,2048.8676207895237,2066.828702664597,2091.0235914532686,2101.7716312336024,2116.9659586518683,2125.0566371468267,2137.6445399378454,2145.668304845612,2147.009088751112,2150.3099865594936,2156.3383385228244,2165.266814839808,2176.730295624675,2192.0749117941887,2199.9182373547305,2207.856312778091,2213.5718092103266,2230.5704325643483,2244.547281434114,2257.0640799731045,2261.307350614227,2263.6047323383373,2266.2869094657444,2272.6097074335125,2277.440883477016,2278.1791623787376,2289.0715522712985,2301.665410139725,2317.565836391195,2328.4394287260466,2338.4385596576285,2345.105867050632,2348.8806382862194,2347.4433594905367,2345.081603889423,2345.3040968605014,2348.5561108066104,2356.5370630007005,2354.2718965322883,2343.074400730759,2327.2862976059196,2317.8412350431895,2315.979575228467,2310.7816680813753,2299.652083540221,2286.8791580632383,2279.8217847838487,2275.653632624008,2280.699877659578,2283.217002772126,2291.740422509854,2299.8147341779136,2318.624510546342,2349.6881017382802,2389.4085327710677,2436.3206358263483,2471.171929236066,2494.042475203627,2506.5206906028548,2526.303516172229,2546.873300831109,2571.038350913059,2587.512823192257,2611.7413632918533,2634.631204680747,2658.6235493582635,2680.171408276759,2697.2859501299863,2708.910108740834,2703.6713221444375,2696.458698812949,2688.5010075330456,2687.8808404210577,2691.8539321723533,2705.4953226005773,2715.3945431099723,2720.448952366543,2718.838325772095,2720.2442775501795,2725.8292019304517,2727.998663211756,2722.4093292600205,2707.703839426122,2694.912834644351,2699.0009008523457,2707.0446655952514,2721.969624574696,2730.968347849508,2743.8809754225103,2753.12886718277,2762.340182889206,2766.535091361767,2771.6272221883323,2770.326546708311,2768.7445113437157,2762.4433820246163,2787.311960568547,2809.317646051217,2832.677819124257,2823.581196898902,2822.528390655263,2820.642057391676,2824.25388695705,2826.0661523344
39051,2,Houston,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,1177.0245367353043,1180.506835425561,1185.2196188748599,1195.1096391229842,1205.1079334117057,1214.3032155530934,1213.6383874868445,1214.2695633504252,1211.6675482600353,1210.231187738539,1208.224880291627,1205.2089662101685,1205.3627179777368,1205.0722761162983,1212.27828072131,1218.815381955659,1223.137509517013,1223.5126242861827,1221.558395587926,1218.9001335913374,1213.6326868933984,1211.3309763183165,1206.9482089818944,1204.6495455563902,1204.7142158130669,1212.1205829137982,1220.4588552378004,1223.9806948127969,1231.0221376824904,1231.721925039104,1231.3455412071344,1224.9346231810166,1231.4827376657229,1240.8554637454642,1253.8811949130131,1262.182425553114,1264.6089934399715,1271.0280313725455,1270.4595632679702,1278.8228436289262,1280.5410583118503,1286.4994311717649,1285.3574845808967,1282.9307711310262,1278.7369279208983,1279.8772356909142,1282.675651320296,1282.272759403644,1281.3719641444466,1277.7157451382645,1284.0939756321957,1289.1507696529989,1299.195676868771,1305.850809383917,1309.41431974092,1310.0128973258697,1306.067678646461,1304.8179189162659,1302.837860167382,1306.4755360140061,1308.7297950132029,1315.013474607324,1320.9473774164956,1316.8209897423671,1310.270470975351,1302.0738368434297,1305.4926303248064,1307.888443596505,1306.256771009044,1306.3224288189385,1305.9354199519082,1303.6918575072175,1304.9478676653243,1305.996002544108,1315.4233085819735,1327.3402957858414,1347.3933494377898,1374.995790340304,1400.6382111396697,1422.2164770015959,1434.813527987934,1440.674440473162,1444.5971161874697,1444.6849158932864,1450.300812730528,1459.0302053956073,1470.013382017897,1480.652416105984,1491.9649730809772,1506.4343463976256,1517.2689364805476,1522.1461449135338,1520.0816096126882,1513.6213190165731,1506.3661491913906,1504.7812605622044,1508.7315601834214,1517.9688603017346,1527.9523824924854,1533.249205944026,1540.0674097273034,1546.5651674498858,1553.1792189100531,1553.6563684140085,1549.094273671528,1544.6968525480534,1541.1750807725336,1540.6604094720697,1541.6622857601496,1544.88221759974,1546.19684538811,1552.3824302228134,1560.3437747290752,1569.4355956653126,1573.1685978312555,1575.7102404149493,1577.3044997577244,1578.0379518116126,1575.753321987528,1573.103129570394,1573.1236596736705,1575.54249617183,1583.568325010558,1587.9676541855608,1589.2519263907036,1580.2847675325793,1580.4919642444343,1579.5149730769826
17426,3,Chicago,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1500.7069225481796,1510.1494907741117,1520.802063613762,1531.8955069457625,1545.0529220186688,1557.877056380847,1563.824455889017,1566.9411206085015,1560.2702156716118,1551.3389133498767,1540.1791666741922,1539.3881564466951,1551.0277619349465,1565.2590384450643,1579.3688711299862,1586.1733048901633,1594.714844536239,1604.73358562727,1613.1258167733395,1618.032367614434,1609.2613170644167,1595.7430648249783,1577.6650098712869,1570.5778529530292,1577.863128918801,1597.014185123241,1618.3346116473344,1632.8110843797008,1644.9606983492038,1651.685535440141,1654.3471108353392,1647.919443199588,1638.8525404679017,1624.0956675448203,1613.739288634492,1610.7383719651298,1619.5429894821514,1634.808138550665,1648.189154328303,1660.8493921696906,1672.1888939501569,1683.8065697502711,1689.240385995598,1685.3265629973994,1669.987838855332,1653.6696689433331,1642.1231843820806,1643.784613141267,1656.3009079020296,1670.5431823310325,1689.2749039556181,1703.0453524678173,1717.155629043864,1724.86715698945,1729.1457120912346,1730.1429091607783,1723.6685305565152,1715.0449642240753,1704.6468632998542,1698.2339150145292,1707.3141802514635,1721.4047624228458,1738.9558145735587,1739.476044071332,1737.0525287922092,1731.8408995576467,1728.2868245037323,1716.018405389266,1691.6782957663786,1657.2510246344677,1628.445115604333,1616.7154967500637,1619.3578532405418,1634.8307910324907,1656.5691909257994,1688.5324955606904,1720.1235006110976,1748.1575660482752,1766.2662799950133,1777.6880315282867,1779.7488773364482,1776.0450431891575,1771.4872036301422,1776.9869060119677,1793.4168749732305,1813.1127749921925,1837.3871032467619,1863.1998685987824,1891.17821044443,1912.3935027045163,1928.2189186281955,1934.4464161142557,1932.6820046263706,1925.0921197060231,1918.3996951986298,1916.8523676891762,1926.1831022975562,1941.9385349173024,1963.2471204440117,1983.2331909972331,2007.7107686676022,2027.5641441428072,2039.7784350325326,2043.6118780484335,2033.510937341267,2019.5317680157402,2005.9861810690375,2007.594406495962,2019.6716226302428,2040.1434018649202,2059.3526560885807,2082.541161987767,2100.9129739042164,2118.611479228397,2125.1654334636573,2122.0864309725216,2114.8131659836695,2107.731990995966,2105.5333238372073,2107.968256387443,2118.4463925816217,2140.8336685544054,2166.9036336495005,2194.689791780004,2220.6517146488245,2244.2654542213972,2257.7280776691214,2260.187188370515
6915,4,San Antonio,city,TX,TX,"San Antonio-New Braunfels, TX",Bexar County,1016.318704514189,1019.829667854928,1026.834379661763,1035.0166036357962,1044.78920993882,1052.1244897705571,1053.994933019843,1052.3296324961834,1051.3577423426677,1055.4788804594696,1056.6259779108846,1057.3578517665644,1057.7442480381114,1062.5595781464644,1069.601502365047,1077.9179209076833,1084.1971097595092,1088.832139850067,1091.2311900343464,1094.485909828992,1095.9658208992084,1094.1617911539533,1094.3466354361105,1093.6273175961887,1099.7212408183357,1104.8564481324825,1112.5619608027553,1118.5351684279342,1123.7703980676297,1131.7766244612296,1135.2256245397534,1134.3869991118697,1131.08695173418,1127.202546464689,1124.1036418790034,1122.4194333178439,1124.2667693242806,1130.881468550209,1137.92255129251,1143.4869553364451,1147.8823570195896,1153.1792171398283,1159.7603541892483,1165.2148659196714,1165.36209637444,1164.9497417369948,1163.185596943496,1161.8327558659164,1162.5763143279955,1164.7176351142493,1172.4315231527642,1179.1051354916997,1185.462984052861,1190.8006003663818,1196.034814528169,1204.6363997731949,1206.945365945816,1205.929736869485,1197.2225299420668,1194.6884331489634,1194.7312758483172,1201.9046565785225,1206.2619659928569,1207.4095612213214,1204.5589762694826,1205.367942892617,1212.264460036956,1218.3319131767964,1221.7502472764877,1220.7871878784088,1220.7362071472498,1222.9141849331077,1225.4125272580638,1230.7149077852896,1238.574243121883,1253.116811104598,1270.0195666484815,1292.0882645195147,1317.4532327168606,1345.0623948479897,1364.9969297108332,1375.0960422162636,1379.4674347155851,1385.2188852007064,1391.1277042389213,1401.8106892466278,1414.5427315178817,1427.6604424808227,1440.5158222559098,1449.6947099944327,1463.111998776613,1466.329405624387,1463.5026912740796,1450.5944907095993,1442.050645806082,1437.5174804339863,1442.994824805869,1447.0735382658452,1458.2671965625323,1460.8261882623258,1465.3043555340928,1461.8830301325813,1460.1418100893077,1456.7645578951158,1451.8790745804145,1444.1453422115126,1438.16655577358,1433.634694199201,1433.2654989788587,1434.008024833875,1438.9890857348312,1446.350501758307,1451.095718915826,1452.3885548780538,1452.2537497928292,1451.173951273416,1445.608250765828,1431.9849477409016,1423.2854628918392,1418.68785348055,1424.2619208074527,1431.3264002059384,1439.4906829347512,1440.4867360075118,1441.3132638174343,1439.5858073660927,1444.0575917600584,1438.9566476985553
13271,5,Philadelphia,city,PA,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,1190.8695469162797,1200.6205118706337,1222.355202899859,1228.7420869803693,1235.8320471140871,1238.300332026541,1241.7513805903275,1240.4264875438573,1235.8952373169107,1232.8143709796204,1228.5655192083445,1225.889659669682,1225.818510293991,1237.9746816661934,1252.3855562238311,1265.1739129260868,1272.0817741047522,1278.2604321238766,1278.4168658111773,1277.8635945712144,1272.9334310714287,1270.21821353184,1273.9204952995258,1274.484477440344,1279.6221053259553,1284.9859034703215,1298.7753801553756,1309.33610182674,1313.1374669680188,1313.9633777437014,1313.8111424273693,1312.1196047387673,1309.5359095675399,1307.9655777795083,1308.1187714820971,1311.719198878513,1315.2583615037645,1324.769047905604,1337.8134107611065,1348.8878254035287,1357.757760848465,1358.972259278464,1356.3358417785234,1355.0064785547563,1353.2942127766341,1357.1165612214631,1362.0745466013916,1361.0458067203572,1366.0550574479696,1372.0057180647073,1388.7943768557343,1398.1831971207525,1404.0043043780468,1410.7250090321377,1415.191515938691,1414.5161551819424,1409.5716669782169,1408.8816024141026,1408.193196978206,1409.3216121205205,1412.1042221829468,1421.4628843634061,1432.129954938411,1435.969964821424,1436.5874056254395,1437.5667165798225,1440.2121735633536,1437.218967318584,1430.3647543930126,1423.4740052370091,1420.3146886970126,1420.3669762894947,1426.3682238665656,1433.4160135395402,1442.8542269669344,1455.677343264365,1474.6986976522867,1491.3428703370162,1504.292046088126,1514.5161218329051,1515.8313547441217,1522.1154086575798,1529.7485141573295,1547.6108096274945,1559.67829558748,1567.5208060834998,1577.0987286175148,1588.8676057305809,1604.2439381597324,1616.8045516571665,1622.6408529813277,1623.6120031834123,1622.0172859659956,1617.2057980202735,1615.5748489932867,1611.2041532552482,1616.3323475400518,1620.7950321735327,1633.6447903444805,1643.087167575319,1651.9581021407969,1655.2729398406373,1656.9828859666547,1657.5555043539837,1658.2341425740688,1660.6581883911829,1660.7963044142532,1659.8754850020946,1663.7104753317635,1671.337646877355,1683.4355941168458,1692.215288533283,1701.16249779117,1705.6578187750426,1707.1555942670857,1708.3089951463064,1709.088402418039,1711.893140153032,1716.6214783499383,1724.7036595506243,1730.5285770406263,1735.4846559618518,1737.142242973244,1742.8019800987183,1748.1918656690825,1753.8623200935072,1761.416667920875,1762.5856141862794
40326,6,Phoenix,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,841.8498200214455,853.4928121735878,860.847253427257,869.8490397363541,873.0981539967702,880.2542407966437,883.915541939388,886.7204924316964,890.9243129348724,892.6114084580726,895.1476798332776,894.4453263485765,902.0432157278063,906.8996356488866,915.4178183263772,922.2999728095599,931.9841485815808,939.6934132677069,942.1693618988096,942.8343845710345,943.5465030243647,943.5745361003897,944.5157484249767,944.4312377375629,950.7736907788899,959.9497236541466,971.7467246750381,983.6535099430555,995.3819898817815,1002.6071367490213,1004.8427396672449,1005.077922105455,1005.4294908623644,1007.1487284709037,1007.5306069002143,1009.441094535982,1013.7602700735455,1020.4011415614228,1034.0821351546945,1047.229813651569,1059.227488213615,1066.6806572588714,1074.3530295345993,1080.4762100447126,1087.3874235852566,1092.5172225372187,1097.811765770067,1100.3365672611542,1102.7363050564732,1111.7714699004503,1122.369265558433,1136.2462538556847,1146.1133346887907,1158.21537698898,1165.5534904499111,1171.079800869857,1172.711857527783,1174.9756414909004,1181.4457301099853,1190.295616972984,1197.7575756825395,1206.435864784913,1212.9050693383842,1217.5445776528118,1219.2686729835998,1224.0461312935254,1234.7339717256048,1248.3057980934602,1258.5359059584043,1267.1416255927659,1271.3052357855834,1281.997948372028,1294.327019880486,1308.707000264079,1328.389990649864,1356.5790183902309,1395.5779519114628,1433.9009449576065,,1518.3992758887773,1551.2394001776806,1568.0885820237993,1577.7262781815095,1588.1120848483515,1598.6830398308666,1610.19377471347,1622.6544500097034,1634.7818320966353,1645.057251209167,1651.6600834965986,1656.9854552338372,1657.1926774035192,1649.8253015131288,1642.129690668071,1634.4803120681586,1632.4626389129069,1626.9971179368865,1629.659134284076,1641.1282447176886,1651.452273846081,1656.6409666582508,1652.3935535912492,1653.1545223900464,1648.8242508443273,1646.6483574168521,1637.9717892171122,1628.7552233568551,1620.5790113995893,1620.0441528232254,1630.0082795695896,1637.754593603789,1646.6458255715734,1652.384773621104,1655.3961684628555,1655.7987247636938,1653.20381073925,1651.4498321635415,1647.5257761826833,1639.4749462204613,1632.9843207357035,1635.632950597056,1644.9874992450939,1652.9688649322081,1655.8096930717395,1651.491037995956,1650.7196951726803,1645.1434411469506,1641.815086983219
18959,7,Las Vegas,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,965.9624065213994,970.901809905374,976.6976960389152,983.9770336529234,990.5817032341711,996.9065399641833,1002.7353703593939,1005.1772275437252,1009.2086003430331,1008.9535290148472,1010.7031205847056,1008.6475093380203,1010.6807367483066,1013.8032526532443,1018.6429625483362,1024.6845965725447,1031.3505712914093,1040.8191299292089,1045.4067382694068,1048.8261986343964,1049.1033016271028,1051.7974624094147,1052.2574482366056,1052.5664589112184,1055.8499366144415,1063.737038510601,1075.4490122241734,1084.7125819165358,1092.5473600200237,1099.7056592208892,1106.6843684262135,1112.2500040043476,1115.4843872794775,1116.6698247115041,1118.6871758976104,1122.213602904814,1126.9288391672903,1134.0532335622934,1143.6695193468247,1157.4659083632907,1169.8874621530767,1178.7812705611884,1187.3353280278616,1192.879232968481,1198.334283288213,1199.265416869714,1201.9087526281035,1203.5744501694176,1208.872953019874,1213.709506580049,1226.3294665759454,1236.5309509861136,1248.873997489105,1255.8899726055638,1262.5550589273244,1268.3215394450074,1268.9975454762332,1270.3531445674437,1268.5710973464088,1267.5526197478619,1268.3580496106772,1274.8858157494028,1283.3038509977166,1279.795207651056,1276.2957413775985,1277.617840433936,1293.8848170387214,1310.6558553373393,1328.0343413464843,1340.5398037509203,1349.000916168964,1353.5649122047082,1365.0698324075888,1379.0462251809572,1397.7948055961654,1409.0353002907761,1445.380625509394,1493.157490919896,1554.9724185718624,1604.2716147723036,1641.6274978863398,1664.3397198459847,1671.0541844307768,1672.4657072950413,1676.0945889714208,1681.430800774544,1689.74471126568,1699.9517842635648,1713.4265696298844,1728.1560120240863,1741.5899705607005,1734.5807056682338,1717.6670879568517,1693.299653710397,1676.8750379922783,1665.3318059732405,1663.254756184991,1672.0378711291532,1686.328511407294,1693.116537472563,1699.8451799485383,1700.5151561146927,1708.4527327122962,1705.3703904298811,1701.3729155845474,1697.2285056413514,1694.6050805507987,1692.6746685705227,1691.2045661237078,1691.9983114640092,1702.8125622358698,1714.4702077489944,1730.3226434041862,1739.839638173945,1742.8221199667005,1743.103564030216,1739.573590726296,1735.148715262708,1730.31141392604,1726.6937324926564,1732.0044570089744,1741.4140518848776,1750.373632335024,1751.5612955319884,1754.3189123882753,1754.7424460349414,1754.985879479256,1752.4965087123583
54296,8,San Diego,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1709.392213893713,1723.4811427727584,1733.477403125359,1737.1555509686918,1750.1622598615052,1754.9550919359838,1773.1178236035762,1785.824666762733,1797.1479128704882,1801.4852040879448,1801.7776746874465,1806.4367009692342,1813.724022719091,1820.4795120260826,1831.9562312276894,1837.5368447777646,1847.0874517934583,1863.4356163499697,1878.239569033997,1889.1075320376262,1889.2502768632228,1893.7256277739764,1894.5722174150953,1897.954737379013,1901.6195624253414,1919.8543908298377,1939.0718620807702,1959.1098912624473,1970.7732414507739,1984.380259379002,1999.717730595224,2009.5185093555863,2011.3950563122971,2006.4129919107088,2007.4089243811004,2008.5692503672942,2020.0606310412418,2031.305478278017,2047.6380024172702,2058.3531385313677,2075.317921009867,2084.614715709839,2099.0852351022895,2106.2077690104848,2113.2744822120276,2113.0878901679735,2105.775851232271,2111.419229906638,2114.2392826711452,2124.3395959419863,2129.3941827714234,2140.995688782051,2153.1124758153023,2164.5593411057,2176.7590003272694,2186.00210718894,2187.9436158389785,2185.632661593926,2184.742806910766,2191.6526909530403,2197.426431810445,2202.699370275737,2202.425089980499,2192.2654505258165,2184.137270811971,2178.8229887186476,2188.063732570111,2193.2488748310466,2203.3250083376,2216.0989083002396,2231.0770332391166,2240.637533629911,2252.206508541704,2262.1834744254597,2281.8609806960885,2306.872494087471,2346.036349004941,2384.796749758894,2438.2536314246736,2492.977315425059,2553.4596705587733,2590.1056049048443,2615.8388486575163,2627.874994673864,2643.9456947777685,2670.088589692405,2705.43299452131,2750.551911658824,2793.235697821125,2839.432572750029,2873.853665450287,2904.062716816473,2909.634127121986,2901.9592636648026,2879.106554158445,2865.830671351111,2863.8238042852263,2873.6028464045544,2898.5412541408073,2922.702691415292,2955.674464401173,2978.1093035544545,2999.3730566525196,3001.5184600716407,2997.8205643040055,2982.679077597136,2959.8157066478157,2936.313490382934,2922.8265103983044,2932.9100142562024,2952.064193940652,2973.70703855933,2990.811356793324,3006.9687479733416,3020.8975219805625,3024.848469505312,3026.3056876147043,3024.3583768389444,3022.918652137363,3010.2210812496096,3009.959971986519,3012.320413501083,3032.1791426328477,3040.05934001838,3052.1974264597884,3063.2346528864423,3070.427257549004,3077.221151199558
38128,9,Dallas,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,1060.692478205378,1061.4574221455975,1070.6899302135794,1082.1707784913383,1097.7833599759335,1109.7796927662812,1121.2471267440335,1124.5617843589066,1127.599593158073,1131.3034520478943,1139.450143705904,1142.7683202944013,1143.3620194188184,1145.9775176090561,1151.4096152281645,1163.3512424774422,1169.532005854387,1181.6453677136242,1187.0861230999533,1190.7636011471543,1190.6375686907868,1198.7381810157153,1203.5543345079761,1209.7834873717222,1211.6532001443927,1213.9781983713228,1228.071986637458,1237.3889740075676,1252.078271926197,1254.8018888294798,1259.2633420813138,1257.4036682983403,1256.2612057134133,1252.541294903901,1261.8390850222665,1263.2092469646584,1267.8837509559703,1275.9504345834205,1278.839626550638,1282.6921377432288,1281.7905842201887,1297.186027464039,1304.1484304480448,1306.1980354077546,1296.7029878549984,1298.0229748475767,1297.9731685968202,1301.390509319168,1307.3626110104146,1312.1291278540762,1323.3987221267114,1329.2245414587894,1337.4210423940826,1349.9820133550124,1354.1954352929945,1358.169281599242,1355.503211753577,1352.7122406049648,1346.2224695747657,1337.2870658700388,1340.0557546243956,1347.1467259358988,1355.570092082332,1354.0053171401516,1349.4739468486255,1346.3128353635582,1348.0449423979655,1350.2174980493317,1352.75183346032,1352.017136623747,1349.4442520256707,1348.8425313453363,1352.5090776838556,1361.9631362282485,1370.406112438182,1388.5290487386176,1412.8051880382043,1446.3069339720196,1480.3761595725268,1509.6411903241092,1530.8464730939338,1540.92212945528,1548.2707201793132,1558.3628532317712,1571.2187731991285,1589.1487191320991,1598.1380508777468,1620.1943494372388,1642.0756713976205,1679.7309997786294,1699.6811840534394,1707.5652128223082,1701.0545852074151,1682.1433672110347,1671.076805144846,1657.5017243118787,1655.6457235251116,1654.8903688212024,1662.8939271744027,1670.3330765165717,1678.0385007014208,1682.0430898702687,1687.49561474094,1688.212333190706,1686.6223690492823,1678.0454469565188,1666.6581386625917,1655.53048851746,1650.4165235290013,1649.9993402263922,1647.7699235629368,1648.4591026278,1653.7488947491852,1665.0905765958266,1674.0551782489297,1677.4547102994948,1671.7943962708184,1667.6356755367597,1662.3824845116842,1657.3399683799742,1653.500024349602,1656.4379957448155,1665.8167406244024,1677.7052494109018,1679.8651053255758,1682.103398496942,1676.0209364310028,1671.3307239089763
